CITY,SCELL,NCELL,PrC2I9,C2I_Mean,std,SampleCount,WeightedC2I
三门峡,253786-2,124673-2,50,9.01,5.61,1220,61000
三门峡,253786-2,253901-2,48,9.3,5.48,2726,130848
三门峡,253786-2,253786-0,48,9.26,5.95,25348,1216704
三门峡,253786-2,253798-2,47,9.42,5.3,450,21150
三门峡,253786-2,253819-1,47,9.4,5,1334,62698
三门峡,253786-2,253934-2,45,9.76,5.81,262,11790
三门峡,253786-2,253786-1,40,10.49,6.06,6920,276800
三门峡,253786-2,238379-2,40,10.24,4.75,68,2720
三门峡,253786-2,124711-2,39,10.58,5.63,178,6942
三门峡,253786-2,259598-2,38,10.61,5.3,4480,170240
三门峡,253786-2,124911-2,38,10.03,3.29,130,4940
三门峡,253786-2,15121-128,38,10.88,6.03,33100,1257800
三门峡,253786-2,47441-1,36,10.61,4.62,76,2736
三门峡,253786-2,124695-0,32,11.08,4.57,52,1664
三门峡,253786-2,253940-2,32,10.1,2.41,156,4992
三门峡,253786-2,15472-129,30,11.47,4.7,560,16800
三门峡,253786-2,47443-2,29,12.51,6.2,636,18444
三门峡,253786-2,253910-1,23,13.23,5.81,62,1426
三门峡,253786-2,15472-128,16,13.46,4.44,56,896
三门峡,253786-2,124711-1,10,14.76,4.43,136,1360
三门峡,253786-2,253916-0,10,13,3.06,66,660
三门峡,253786-2,15512-129,2,17.7,4.04,384,768
三门峡,253786-2,15510-130,2,15.88,3.47,80,160
三门峡,253792-0,47443-2,95,2.84,3.7,88,8360
三门峡,253792-0,253779-2,93,4.59,3.03,74,6882
三门峡,253792-0,124695-1,91,3.14,4.31,266,24206
三门峡,253792-0,253816-1,91,4.79,3.16,68,6188
三门峡,253792-0,124912-2,84,4.2,4.9,108,9072
三门峡,253792-0,5662-129,68,6.16,6.16,62,4216
三门峡,253792-0,253811-0,66,7.89,2.76,292,19272
三门峡,253792-0,15510-128,64,6.98,5.7,5754,368256
三门峡,253792-0,124812-1,59,7.88,5.09,7254,427986
三门峡,253792-0,253771-0,55,8.22,5.71,578,31790
三门峡,253792-0,253798-2,54,8.46,4.95,160,8640
三门峡,253792-0,253821-0,54,8.29,6.92,386,20844
三门峡,253792-0,124911-0,53,8.48,6.15,78369,4153557
三门峡,253792-0,47434-2,51,8.78,6.4,102,5202
三门峡,253792-0,253792-1,50,8.94,7.38,26061,1303050
三门峡,253792-0,259595-2,48,9.44,8.41,68,3264
三门峡,253792-0,124912-1,46,9.62,6.3,35213,1619798
三门峡,253792-0,15476-128,44,9.95,6.2,8755,385220
三门峡,253792-0,15125-128,43,10.26,7.12,312,13416
三门峡,253792-0,253786-2,42,10.06,5.43,131412,5519304
三门峡,253792-0,15582-129,41,10.41,6.15,92,3772
三门峡,253792-0,124912-0,41,10.45,6.37,4580,187780
三门峡,253792-0,253792-2,38,11.31,7.43,133462,5071556
三门峡,253792-0,259723-0,38,11.04,6.68,276,10488
三门峡,253792-0,124694-1,35,11.3,5.94,2858,100030
三门峡,253792-0,253786-1,33,11.92,6.47,630,20790
三门峡,253792-0,15310-128,33,11.3,5.35,1326,43758
三门峡,253792-0,124673-2,32,11.55,5.41,470,15040
三门峡,253792-0,47441-1,26,12.7,5.84,80,2080
三门峡,253792-0,15512-129,5,15.3,3.76,254,1270
三门峡,253792-0,253816-0,1,19.78,4.26,158,158
三门峡,253792-0,15510-130,0,20.6,3.85,11608,0
三门峡,253792-0,47433-0,0,23.14,5.16,112,0
三门峡,253792-0,253939-0,0,19.61,3.25,174,0
三门峡,253792-1,253786-0,97,3.61,2.78,66,6402
三门峡,253792-1,124911-1,91,3.66,3.93,3750,341250
三门峡,253792-1,15310-128,88,4.63,3.73,108,9504
三门峡,253792-1,15121-130,84,4.56,4.45,4470,375480
三门峡,253792-1,124812-1,77,5.59,4.57,3108,239316
三门峡,253792-1,47443-2,77,5.33,4.92,4830,371910
三门峡,253792-1,15476-128,76,4.96,5.72,1082,82232
三门峡,253792-1,15121-128,75,5.45,5.23,13829,1037175
三门峡,253792-1,253901-2,75,5.91,4.52,1626,121950
三门峡,253792-1,124911-0,72,5.79,5.4,93457,6728904
三门峡,253792-1,253934-2,70,6.13,5.4,816,57120
三门峡,253792-1,15513-130,68,6.85,4.55,124,8432
三门峡,253792-1,124912-1,67,6.86,4.88,192,12864
三门峡,253792-1,253819-1,66,7.07,4.76,734,48444
三门峡,253792-1,253786-2,58,7.81,5.9,13516,783928
三门峡,253792-1,253792-0,58,7.72,6.53,25379,1471982
三门峡,253792-1,253786-1,55,8.32,5.83,10961,602855
三门峡,253792-1,15121-129,54,8.51,4.88,102,5508
三门峡,253792-1,253792-2,52,8.57,6.87,34775,1808300
三门峡,253792-1,47434-2,50,9.03,4.21,70,3500
三门峡,253792-1,253771-0,38,11.07,6.73,3592,136496
三门峡,253792-1,253823-1,36,10.03,2.86,58,2088
三门峡,253792-1,253783-2,35,11.05,5.44,168,5880
三门峡,253792-1,124673-2,34,11.26,5.36,70,2380
三门峡,253792-1,253903-2,29,11.94,5.21,260,7540
三门峡,253792-1,253816-1,21,13.41,5.49,132,2772
三门峡,253792-1,15510-128,17,15.73,7.19,8156,138652
三门峡,253792-1,124676-1,5,17.29,5.15,126,630
三门峡,253792-1,124694-2,4,16.36,4.28,72,288
三门峡,253792-1,15512-129,4,17.45,4.94,1112,4448
三门峡,253792-1,15510-130,2,17.19,4.15,72,144
三门峡,253792-2,253815-2,100,-0.56,3.13,54,5400
三门峡,253792-2,15125-130,98,2.56,3.22,352,34496
三门峡,253792-2,253811-2,92,3.71,3.79,1298,119416
三门峡,253792-2,253806-0,91,4.39,3.48,2504,227864
三门峡,253792-2,124911-1,87,3.85,4.48,150,13050
三门峡,253792-2,253771-2,87,4.42,3.99,486,42282
三门峡,253792-2,238379-2,82,5.44,3.95,1960,160720
三门峡,253792-2,15513-130,82,4.71,4.7,184,15088
三门峡,253792-2,253811-1,81,5.49,3.98,368,29808
三门峡,253792-2,253791-0,79,5.61,4.25,892,70468
三门峡,253792-2,253821-0,76,5.41,5.05,7874,598424
三门峡,253792-2,253806-2,73,5.64,5.43,418,30514
三门峡,253792-2,253811-0,73,5.77,5.34,14236,1039228
三门峡,253792-2,15510-128,69,6.08,5.76,7187,495903
三门峡,253792-2,253791-1,69,6.61,4.91,1008,69552
三门峡,253792-2,15125-128,68,6.31,5.87,7640,519520
三门峡,253792-2,15310-128,68,6.4,5.45,5676,385968
三门峡,253792-2,124911-2,67,6.85,5.01,21912,1468104
三门峡,253792-2,124912-2,61,7.31,5.8,23296,1421056
三门峡,253792-2,253818-1,61,7.53,5.4,1014,61854
三门峡,253792-2,15476-128,61,7.18,6.31,23701,1445761
三门峡,253792-2,253786-2,60,7.67,5.4,6342,380520
三门峡,253792-2,253771-0,58,8.09,4.41,226,13108
三门峡,253792-2,124912-1,55,8.26,6.26,106101,5835555
三门峡,253792-2,124677-2,54,8.24,6.8,400,21600
三门峡,253792-2,253792-0,54,8.37,6.23,63725,3441150
三门峡,253792-2,259723-0,52,8.67,5.42,702,36504
三门峡,253792-2,238379-1,52,8.7,5.77,2736,142272
三门峡,253792-2,5662-130,52,8.64,6.79,234,12168
三门峡,253792-2,124911-0,50,9.04,6.11,78680,3934000
三门峡,253792-2,124677-0,48,9.16,3.37,62,2976
三门峡,253792-2,15125-129,48,9.22,4.52,504,24192
三门峡,253792-2,253792-1,43,10.18,6.72,16394,704942
三门峡,253792-2,124812-1,41,10.87,8.13,1122,46002
三门峡,253792-2,253819-1,37,10.91,5.79,68,2516
三门峡,253792-2,15512-129,34,12.99,9.4,164,5576
三门峡,253792-2,253929-0,19,12.63,4.13,98,1862
三门峡,253792-2,15290-129,9,17.27,6.11,52,468
三门峡,253792-2,253812-2,8,16.87,5.55,152,1216
三门峡,253792-2,15322-130,7,14.93,3.96,214,1498
三门峡,253792-2,253891-0,1,18.9,4.29,124,124
三门峡,253792-2,15322-128,1,22.92,5.5,76,76
三门峡,253792-2,15578-130,0,18.42,3.44,52,0
三门峡,253792-2,15510-130,0,19.16,3.94,112,0
三门峡,253796-0,7401-129,86,3.8,4.82,394,33884
三门峡,253796-0,7401-130,71,5.99,5.5,3374,239554
三门峡,253796-0,253771-0,68,6.43,5.53,20038,1362584
三门峡,253796-0,253771-1,64,6.91,5.83,20763,1328832
三门峡,253796-0,253771-2,64,6.95,5.66,182241,11663424
三门峡,253796-0,253796-2,63,7.06,5.91,9672,609336
三门峡,253796-0,124677-0,54,8.32,6.35,7240,390960
三门峡,253796-0,253903-2,54,8.2,7.68,168,9072
三门峡,253796-0,124911-1,51,8.89,6,13319,679269
三门峡,253796-0,15476-128,50,9.08,6.44,5590,279500
三门峡,253796-0,15513-130,46,9.61,5.79,3736,171856
三门峡,253796-0,47443-2,46,9.51,5.59,1810,83260
三门峡,253796-0,15125-129,44,9.88,6.35,8576,377344
三门峡,253796-0,15121-129,42,10.06,5.06,1050,44100
三门峡,253796-0,253796-1,41,10.37,6.28,57106,2341346
三门峡,253796-0,15310-128,37,11.15,6.26,16689,617493
三门峡,253796-0,253786-1,35,11.11,5.55,348,12180
三门峡,253796-0,15510-128,35,10.92,5.07,924,32340
三门峡,253796-0,15513-128,29,12.13,5.66,136,3944
三门峡,253796-0,47459-1,27,12.57,5.89,60,1620
三门峡,253796-0,47459-2,24,13.23,5.93,372,8928
三门峡,253796-0,124677-2,23,13.35,5.88,92,2116
三门峡,253796-0,15121-130,19,14.2,6.03,2224,42256
三门峡,253796-0,253768-1,18,13.39,4.85,76,1368
三门峡,253796-0,253822-1,6,18.2,6.05,108,648
三门峡,253796-0,124694-1,0,20.17,3.69,82,0
三门峡,253796-0,15121-128,0,18.89,3.64,160,0
三门峡,253796-0,238379-1,0,19.9,2.76,136,0
三门峡,253796-1,253786-1,100,2.11,2.21,56,5600
三门峡,253796-1,15476-128,95,2.51,3.88,978,92910
三门峡,253796-1,15510-128,91,2.97,4.4,70,6370
三门峡,253796-1,253792-2,86,3.6,5.07,80,6880
三门峡,253796-1,253791-1,75,5.76,4.89,348,26100
三门峡,253796-1,253771-0,73,6.37,4.37,310,22630
三门峡,253796-1,253796-2,73,5.35,5.83,5854,427342
三门峡,253796-1,253806-1,68,6.61,5.23,570,38760
三门峡,253796-1,253796-0,64,6.96,5.86,42441,2716224
三门峡,253796-1,15121-130,61,7.52,5.43,620,37820
三门峡,253796-1,15125-129,59,7.8,5.58,4048,238832
三门峡,253796-1,253771-2,58,7.65,6.53,99522,5772276
三门峡,253796-1,124677-2,53,8.5,6.73,320,16960
三门峡,253796-1,253810-2,52,8.88,2.93,144,7488
三门峡,253796-1,253890-0,50,9,3.02,96,4800
三门峡,253796-1,47443-2,49,9.12,5.69,1098,53802
三门峡,253796-1,124677-0,46,9.79,7.36,20976,964896
三门峡,253796-1,124911-1,46,9.67,6.92,38367,1764882
三门峡,253796-1,15310-128,46,9.7,6.27,2424,111504
三门峡,253796-1,253799-2,33,10.96,4.45,112,3696
三门峡,253796-1,253784-1,24,10.5,2.15,56,1344
三门峡,253796-1,15513-130,21,13.97,6.07,640,13440
三门峡,253796-1,253771-1,11,15.3,5.14,112,1232
三门峡,253796-1,124813-1,0,21.84,3.51,472,0
三门峡,253796-1,253788-0,0,29.64,4.23,550,0
三门峡,253796-2,15510-128,89,4.46,3.74,230,20470
三门峡,253796-2,253806-2,70,6.11,5.48,160,11200
三门峡,253796-2,253815-0,68,6.65,4.9,68,4624
三门峡,253796-2,253815-1,64,6.82,5.95,66,4224
三门峡,253796-2,253806-0,61,7.27,5.92,276,16836
三门峡,253796-2,253796-0,57,7.78,6.83,18150,1034550
三门峡,253796-2,124677-2,54,8.35,6.91,130,7020
三门峡,253796-2,15121-130,54,8.5,4.99,76,4104
三门峡,253796-2,15476-128,52,8.67,6.27,9392,488384
三门峡,253796-2,15125-128,52,8.65,5.73,148,7696
三门峡,253796-2,253806-1,52,8.68,6.76,43451,2259452
三门峡,253796-2,253771-0,51,8.91,5.92,92,4692
三门峡,253796-2,15513-130,46,9.64,6.36,462,21252
三门峡,253796-2,124911-1,46,9.67,6.81,94991,4369586
三门峡,253796-2,124911-2,46,9.81,7.42,2874,132204
三门峡,253796-2,15125-129,45,9.8,6.55,21854,983430
三门峡,253796-2,15310-128,44,9.99,6.98,6056,266464
三门峡,253796-2,253771-2,40,10.71,6.45,63952,2558080
三门峡,253796-2,253811-1,37,10.98,6.04,5714,211418
三门峡,253796-2,253792-2,37,11.24,6.61,66,2442
三门峡,253796-2,253799-1,28,11.97,5.15,176,4928
三门峡,253796-2,253796-1,25,13.83,7.04,67893,1697325
三门峡,253796-2,124677-0,24,12.96,5.59,574,13776
三门峡,253796-2,124675-1,5,18.12,5.46,224,1120
三门峡,253796-2,47443-0,5,18.19,5.46,104,520
三门峡,253796-2,253788-2,5,16.98,4.73,164,820
三门峡,253796-2,253929-0,3,19.83,5.79,92,276
三门峡,253796-2,259595-2,2,22.54,6.29,186,372
三门峡,253796-2,15512-128,2,18.07,4.3,136,272
三门峡,253796-2,124813-0,1,18.92,4.34,52,52
三门峡,253796-2,253903-2,1,18.93,4.13,54,54
三门峡,253796-2,47433-0,1,22.29,6.11,226,226
三门峡,253796-2,15506-130,0,22.28,3.55,476,0
三门峡,253796-2,259775-2,0,21.24,4.29,166,0
三门峡,253890-0,124712-0,97,2.39,3.45,1084,105148
三门峡,253890-0,253927-1,94,4.34,3.07,130,12220
三门峡,253890-0,253916-1,89,3.33,4.72,260,23140
三门峡,253890-0,253923-0,87,3.57,4.8,158,13746
三门峡,253890-0,253940-0,79,4.96,5.11,106,8374
三门峡,253890-0,259775-1,79,5.1,4.92,486,38394
三门峡,253890-0,253910-2,78,5.56,4.42,196,15288
三门峡,253890-0,253904-1,77,5.25,4.98,416,32032
三门峡,253890-0,253917-2,66,6.86,5.12,180,11880
三门峡,253890-0,15113-130,66,6.42,6.28,1140,75240
三门峡,253890-0,15113-128,62,7.04,6.32,9812,608344
三门峡,253890-0,259584-3,61,7.12,6.75,546,33306
三门峡,253890-0,253921-0,57,8.44,3.26,90,5130
三门峡,253890-0,15513-128,57,8.07,5.43,54,3078
三门峡,253890-0,253936-1,56,8.12,5.82,2002,112112
三门峡,253890-0,253934-1,54,8.34,6.62,25136,1357344
三门峡,253890-0,253890-2,53,8.56,6.9,29818,1580354
三门峡,253890-0,253908-1,47,9.45,6.37,358,16826
三门峡,253890-0,253890-1,46,9.77,7.24,10708,492568
三门峡,253890-0,253935-0,45,9.76,5.62,8090,364050
三门峡,253890-0,253912-0,44,9.69,4.39,1178,51832
三门峡,253890-0,15113-129,40,10.71,6.82,28460,1138400
三门峡,253890-0,253914-1,40,10.98,7.84,86,3440
三门峡,253890-0,253907-0,35,12.27,8.4,154,5390
三门峡,253890-0,253914-2,34,11.78,6.79,49252,1674568
三门峡,253890-0,259781-0,31,11.69,5.38,84,2604
三门峡,253890-0,253909-0,0,19.36,3.64,190,0
三门峡,253890-1,253917-1,100,-1.26,3.29,92,9200
三门峡,253890-1,15116-130,100,-0.98,2.98,90,9000
三门峡,253890-1,5660-129,100,-0.88,1.74,114,11400
三门峡,253890-1,15115-130,100,-0.71,3.72,70,7000
三门峡,253890-1,15578-129,100,2.55,1.95,244,24400
三门峡,253890-1,15117-129,98,-0.18,4.28,134,13132
三门峡,253890-1,5660-130,97,-0.37,5.08,136,13192
三门峡,253890-1,253920-1,94,1.68,4.66,82,7708
三门峡,253890-1,15113-130,93,3.55,3.67,182,16926
三门峡,253890-1,253921-1,92,0.42,6.1,110,10120
三门峡,253890-1,259772-1,89,2.44,5.42,78,6942
三门峡,253890-1,15114-128,83,4.43,4.8,338,28054
三门峡,253890-1,253911-1,83,4.33,4.83,1376,114208
三门峡,253890-1,259584-3,81,5.01,4.59,368,29808
三门峡,253890-1,253940-0,79,5.48,4.34,96,7584
三门峡,253890-1,253899-0,79,5.04,4.99,20482,1618078
三门峡,253890-1,253892-2,76,5.58,4.89,196,14896
三门峡,253890-1,253908-1,70,6.17,5.52,4488,314160
三门峡,253890-1,253935-0,70,6.17,5.4,58203,4074210
三门峡,253890-1,253932-1,69,6.28,5.47,64,4416
三门峡,253890-1,253935-1,67,6.65,5.42,17996,1205732
三门峡,253890-1,253926-0,67,6.61,5.5,98,6566
三门峡,253890-1,253891-2,66,6.37,6.32,2412,159192
三门峡,253890-1,253909-1,64,6.89,5.83,402,25728
三门峡,253890-1,253892-0,62,7.27,5.66,3812,236344
三门峡,253890-1,253937-0,61,7.28,6.08,932,56852
三门峡,253890-1,15513-128,61,7.21,6.19,58,3538
三门峡,253890-1,259775-1,61,7.07,6.66,5390,328790
三门峡,253890-1,253890-2,60,7.37,6.26,113117,6787020
三门峡,253890-1,15113-128,60,7.39,6.51,610,36600
三门峡,253890-1,253904-1,60,7.57,5.81,1048,62880
三门峡,253890-1,253899-1,58,7.57,7.28,134,7772
三门峡,253890-1,253917-2,57,7.85,6.14,220,12540
三门峡,253890-1,253914-1,55,8.23,6.67,43912,2415160
三门峡,253890-1,253907-0,55,8.25,6.1,1778,97790
三门峡,253890-1,15113-129,55,8.27,6.21,85437,4699035
三门峡,253890-1,253909-2,54,8.43,6.41,11790,636660
三门峡,253890-1,253912-0,54,8.31,6.98,498,26892
三门峡,253890-1,253923-2,51,8.82,6.86,100,5100
三门峡,253890-1,259772-0,50,8.96,6.04,4390,219500
三门峡,253890-1,253934-1,49,9.09,6.37,4756,233044
三门峡,253890-1,253893-0,45,9.74,5.48,1912,86040
三门峡,253890-1,15117-130,43,10.23,6.61,344,14792
三门峡,253890-1,253935-2,42,10.15,5.64,118,4956
三门峡,253890-1,253899-2,40,10.52,5.84,2204,88160
三门峡,253890-1,15511-129,39,10.23,4.24,62,2418
三门峡,253890-1,259598-2,39,11.03,7.05,832,32448
三门峡,253890-1,253923-0,38,10.56,5.25,1086,41268
三门峡,253890-1,253914-2,37,11.15,6.63,39822,1473414
三门峡,253890-1,253890-0,33,11.91,6.79,17448,575784
三门峡,253890-1,253924-0,32,11.76,5.88,250,8000
三门峡,253890-1,253936-1,25,14.05,7.37,3594,89850
三门峡,253890-1,253898-1,22,12.48,4.5,58,1276
三门峡,253890-1,253940-2,22,13.54,5.97,490,10780
三门峡,253890-1,253891-0,16,14.01,5.03,1334,21344
三门峡,253890-1,253930-129,15,15.15,5.93,636,9540
三门峡,253890-1,253789-1,12,14.49,4.69,86,1032
三门峡,253890-1,253789-2,10,15.12,4.88,64,640
三门峡,253890-1,7201-128,9,14.97,4.55,60,540
三门峡,253890-1,253938-0,4,16.69,4.42,64,256
三门峡,253890-1,253895-1,2,19,4.97,64,128
三门峡,253890-1,253905-1,1,17.04,3.64,1066,1066
三门峡,253890-2,253940-2,100,3.12,1.62,132,13200
三门峡,253890-2,253926-2,100,0.57,2.27,108,10800
三门峡,253890-2,15294-128,98,-0.56,4.61,68,6664
三门峡,253890-2,253917-1,98,1.11,3.98,786,77028
三门峡,253890-2,124712-0,97,2.48,3.42,150,14550
三门峡,253890-2,15294-130,97,-3.73,6.79,60,5820
三门峡,253890-2,253936-2,96,3.58,3.01,72,6912
三门峡,253890-2,15116-130,96,3.43,3.27,446,42816
三门峡,253890-2,15113-128,94,3.27,3.78,328,30832
三门峡,253890-2,253902-0,94,2.62,4.2,58,5452
三门峡,253890-2,253933-1,93,1.03,5.49,298,27714
三门峡,253890-2,124898-1,93,4.38,3.13,344,31992
三门峡,253890-2,253926-0,92,-0.39,6.67,88,8096
三门峡,253890-2,253907-0,87,5.03,3.53,3014,262218
三门峡,253890-2,15578-129,86,4.51,4.2,642,55212
三门峡,253890-2,253933-2,85,4.05,4.7,86,7310
三门峡,253890-2,15113-130,77,5.43,4.83,13672,1052744
三门峡,253890-2,253928-0,75,3.92,7.66,80,6000
三门峡,253890-2,253912-1,74,5.02,6.29,756,55944
三门峡,253890-2,15513-128,71,5.8,5.79,1064,75544
三门峡,253890-2,253917-2,69,6.49,5.03,970,66930
三门峡,253890-2,259584-3,69,5.46,6.97,136,9384
三门峡,253890-2,259782-2,65,7.07,4.98,92,5980
三门峡,253890-2,253921-0,65,6.51,6.35,240,15600
三门峡,253890-2,253935-2,65,6.62,6.25,654,42510
三门峡,253890-2,253927-1,64,6.89,5.92,72,4608
三门峡,253890-2,253940-1,62,7.57,4.64,126,7812
三门峡,253890-2,253892-0,60,7.54,5.96,14480,868800
三门峡,253890-2,253940-0,60,7.39,6.37,2356,141360
三门峡,253890-2,253912-2,59,7.71,5.57,15852,935268
三门峡,253890-2,253892-2,58,7.91,5.41,2592,150336
三门峡,253890-2,253935-0,57,7.89,5.92,70195,4001115
三门峡,253890-2,253890-1,57,7.94,5.82,109580,6246060
三门峡,253890-2,259772-0,54,8.37,5.59,1968,106272
三门峡,253890-2,253934-1,53,8.55,6.96,3436,182108
三门峡,253890-2,259772-2,52,8.64,6.11,554,28808
三门峡,253890-2,15113-129,52,8.6,6.69,27847,1448044
三门峡,253890-2,253904-1,52,8.69,6.47,858,44616
三门峡,253890-2,259781-0,51,8.9,3.79,60,3060
三门峡,253890-2,253909-2,51,8.85,6.14,1230,62730
三门峡,253890-2,259775-1,50,9.05,6.31,2376,118800
三门峡,253890-2,253914-2,49,9.21,5.97,64839,3177111
三门峡,253890-2,253892-1,49,9.13,4.7,154,7546
三门峡,253890-2,253908-1,48,9.21,5.58,652,31296
三门峡,253890-2,253914-1,46,9.51,5.5,168,7728
三门峡,253890-2,253930-129,45,9.64,5.56,368,16560
三门峡,253890-2,253916-1,45,9.94,6.8,190,8550
三门峡,253890-2,253936-1,44,9.91,6.45,6466,284504
三门峡,253890-2,253912-0,40,10.45,5.91,23210,928400
三门峡,253890-2,253890-0,39,10.65,5.91,41890,1633710
三门峡,253890-2,253796-2,37,9.91,2.72,70,2590
三门峡,253890-2,15306-130,27,10.81,2.97,104,2808
三门峡,253890-2,15583-129,20,11.06,2.49,158,3160
三门峡,253890-2,253899-2,19,13.2,4.78,112,2128
三门峡,253890-2,253931-1,5,17.66,5.16,70,350
三门峡,253890-2,15486-130,4,15.56,3.64,108,432
三门峡,253890-2,259775-2,3,17.57,4.44,148,444
三门峡,253890-2,253894-0,2,19.65,5.23,124,248
三门峡,253890-2,253923-1,1,19.55,4.57,88,88
三门峡,253890-2,253905-1,1,17.07,3.34,462,462
三门峡,253890-2,253895-1,1,19.71,4.55,62,62
三门峡,253890-2,259660-0,1,19.79,4.82,384,384
三门峡,253890-2,15496-128,0,19.83,3.53,116,0
三门峡,253890-2,259595-0,0,20.88,4.34,66,0
三门峡,253890-2,124924-2,0,19.97,3.65,78,0
三门峡,253891-0,253936-1,97,3.73,2.88,51,4947
三门峡,253891-0,253911-0,92,1.08,5.63,142,13064
三门峡,253891-0,253890-1,89,3.26,4.65,138,12282
三门峡,253891-0,253924-2,87,3.38,4.95,64,5568
三门峡,253891-0,15114-128,81,3.4,6.33,444,35964
三门峡,253891-0,253911-1,75,4.81,6.31,72,5400
三门峡,253891-0,7200-128,75,4.87,6.26,62,4650
三门峡,253891-0,253914-1,69,6.32,5.4,14956,1031964
三门峡,253891-0,253909-1,66,6.78,5.36,121584,8024544
三门峡,253891-0,253909-2,63,7.08,5.74,17136,1079568
三门峡,253891-0,259772-0,58,7.77,5.74,7888,457504
三门峡,253891-0,259782-0,55,8.34,4.83,2571,141405
三门峡,253891-0,259782-2,53,8.55,5.98,27040,1433120
三门峡,253891-0,253908-0,53,8.57,6.32,60927,3229131
三门峡,253891-0,253924-0,50,8.93,5.68,39976,1998800
三门峡,253891-0,253908-1,49,9.09,6.14,39221,1921829
三门峡,253891-0,253907-0,49,9.23,6.19,30508,1494892
三门峡,253891-0,15113-129,48,9.3,6.45,2494,119712
三门峡,253891-0,253899-2,46,9.58,5.6,630,28980
三门峡,253891-0,259584-3,43,10.02,6.11,21069,905967
三门峡,253891-0,253899-0,42,10.41,6.97,44087,1851654
三门峡,253891-0,253899-1,37,11.09,6.43,1082,40034
三门峡,253891-0,253923-0,36,11.19,5.93,211,7596
三门峡,253891-0,15479-129,32,11.98,6.42,85,2720
三门峡,253891-0,253910-2,30,12.13,5.82,1124,33720
三门峡,253891-0,253891-2,29,12.54,6.35,31518,914022
三门峡,253891-0,253891-1,26,13.13,6.3,16087,418262
三门峡,253891-0,253898-2,22,14.11,6.54,364,8008
三门峡,253891-0,253905-0,20,11.96,3.5,273,5460
三门峡,253891-0,7401-128,16,15.37,6.29,75,1200
三门峡,253891-0,124711-1,7,16.11,4.92,130,910
三门峡,253891-0,259659-2,7,19.08,6.69,73,511
三门峡,253891-0,253792-2,3,18.17,4.76,180,540
三门峡,253891-0,15480-128,3,17.89,4.71,364,1092
三门峡,253891-0,47433-0,0,21.14,4.57,97,0
三门峡,253891-0,15469-129,0,21.15,3.4,68,0
三门峡,253891-0,253767-0,0,22.53,4.36,110,0
三门峡,253891-0,253922-0,0,19.7,4.03,10894,0
三门峡,253891-0,253768-0,0,18.05,3.15,82,0
三门峡,253891-1,15116-130,95,2.86,3.63,617,58615
三门峡,253891-1,253900-1,94,3.44,3.56,1722,161868
三门峡,253891-1,253917-0,94,4.91,2.67,298,28012
