ASSIGN_ID,EARFCN,SECTOR_ID,SECTOR_NAME,ENODEB_ID,PCI,PSS,SSS,LONGITUDE,LATITUDE,STYLE,OPT_DATETIME
10,38400,259584-0,三门峡义马红土坡-HLHF-1,259584,1,1,0,111.92101,34.72041,宏站,2017/1/18 11:13
10,38400,259584-1,三门峡义马红土坡-HLHF-2,259584,2,2,0,111.92101,34.72041,宏站,2017/1/18 11:13
10,38400,259584-2,三门峡义马红土坡-HLHF-3,259584,0,0,0,111.92101,34.72041,宏站,2017/1/18 11:13
10,38400,259584-3,三门峡义马红土坡-HLHF-4,259584,4,1,1,111.92101,34.72041,宏站,2017/1/18 11:13
10,38400,259627-0,三门峡义马煤气化三期-HLHF-1,259627,112,1,37,111.94801,34.72191,宏站,2017/1/18 11:13
10,38400,259627-1,三门峡义马煤气化三期-HLHF-2,259627,113,2,37,111.94801,34.72191,宏站,2017/1/18 11:13
10,38400,259627-2,三门峡义马煤气化三期-HLHF-3,259627,111,0,37,111.94801,34.72191,宏站,2017/1/18 11:13
10,38400,259682-0,三门峡义马毛沟-HLHF-1,259682,124,1,41,111.90857,34.73708,宏站,2017/1/18 11:13
10,38400,259682-1,三门峡义马毛沟-HLHF-2,259682,125,2,41,111.90857,34.73708,宏站,2017/1/18 11:13
10,38400,259682-2,三门峡义马毛沟-HLHF-3,259682,123,0,41,111.90857,34.73708,宏站,2017/1/18 11:13
10,38400,259761-0,三门峡义马毛沟棚户区-HLHF-1,259761,136,1,45,111.91056,34.74389,宏站,2017/1/18 11:13
10,38400,259761-1,三门峡义马毛沟棚户区-HLHF-2,259761,135,0,45,111.91056,34.74389,宏站,2017/1/18 11:13
10,38400,259761-2,三门峡义马毛沟棚户区-HLHF-3,259761,137,2,45,111.91056,34.74389,宏站,2017/1/18 11:13
10,38400,259772-0,三门峡义马红盾宾馆-HLHF-1,259772,138,0,46,111.86686,34.74857,宏站,2017/1/18 11:13
10,38400,259772-1,三门峡义马红盾宾馆-HLHF-2,259772,140,2,46,111.86686,34.74857,宏站,2017/1/18 11:13
10,38400,259772-2,三门峡义马红盾宾馆-HLHF-3,259772,139,1,46,111.86686,34.74857,宏站,2017/1/18 11:13
10,38400,259775-0,三门峡义马幸福里-HLHF-1,259775,134,2,44,111.85305,34.75853,宏站,2017/1/18 11:13
10,38400,259775-1,三门峡义马幸福里-HLHF-2,259775,132,0,44,111.85305,34.75853,宏站,2017/1/18 11:13
10,38400,259775-2,三门峡义马幸福里-HLHF-3,259775,133,1,44,111.85305,34.75853,宏站,2017/1/18 11:13
10,38400,259778-0,三门峡义马华丰机械-HLHF-1,259778,127,1,42,111.829609,34.757294,宏站,2017/1/18 11:13
10,38400,259778-1,三门峡义马华丰机械-HLHF-2,259778,126,0,42,111.829609,34.757294,宏站,2017/1/18 11:13
10,38400,259778-2,三门峡义马华丰机械-HLHF-3,259778,128,2,42,111.829609,34.757294,宏站,2017/1/18 11:13
10,38400,259779-0,三门峡义马千秋小学-HLHF-1,259779,129,0,43,111.880047,34.742843,宏站,2017/1/18 11:13
10,38400,259779-1,三门峡义马千秋小学-HLHF-2,259779,131,2,43,111.880047,34.742843,宏站,2017/1/18 11:13
10,38400,259779-2,三门峡义马千秋小学-HLHF-3,259779,130,1,43,111.880047,34.742843,宏站,2017/1/18 11:13
10,38400,259781-0,三门峡义马怡馨家园-HLHF-1,259781,84,0,28,111.9154,34.7326,宏站,2017/1/18 11:13
10,38400,259781-1,三门峡义马怡馨家园-HLHF-2,259781,86,2,28,111.9154,34.7326,宏站,2017/1/18 11:13
10,38400,259781-2,三门峡义马怡馨家园-HLHF-3,259781,85,1,28,111.9154,34.7326,宏站,2017/1/18 11:13
10,38400,259782-0,三门峡义马千秋煤矿农场-HLHF-1,259782,87,0,29,111.88741,34.74894,宏站,2017/1/18 11:13
10,38400,259782-1,三门峡义马千秋煤矿农场-HLHF-2,259782,88,1,29,111.88741,34.74894,宏站,2017/1/18 11:13
10,38400,259782-2,三门峡义马千秋煤矿农场-HLHF-3,259782,89,2,29,111.88741,34.74894,宏站,2017/1/18 11:13
10,38400,273929-128,三门峡义马弯子-HLHF-1,273929,82,1,27,111.93566,34.71281,宏站,2017/1/18 11:13
10,38400,273929-129,三门峡义马弯子-HLHF-2,273929,83,2,27,111.93566,34.71281,宏站,2017/1/18 11:13
10,38400,273929-130,三门峡义马弯子-HLHF-3,273929,81,0,27,111.93566,34.71281,宏站,2017/1/18 11:13
10,38400,274161-128,三门峡义马二十里铺二-HLHF-1,274161,76,1,25,111.84091,34.74136,宏站,2017/1/18 11:13
10,38400,274161-129,三门峡义马二十里铺二-HLHF-2,274161,75,0,25,111.84091,34.74136,宏站,2017/1/18 11:13
10,38400,274161-130,三门峡义马二十里铺二-HLHF-3,274161,77,2,25,111.84091,34.74136,宏站,2017/1/18 11:13
10,38400,47467-0,三门峡义马常村派出所-HLHF-1,47467,80,2,26,111.921511,34.736033,宏站,2017/1/18 11:13
10,38400,47467-1,三门峡义马常村派出所-HLHF-2,47467,79,1,26,111.921511,34.736033,宏站,2017/1/18 11:13
10,38400,47467-2,三门峡义马常村派出所-HLHF-3,47467,78,0,26,111.921511,34.736033,宏站,2017/1/18 11:13
10,38400,47468-0,三门峡义马东区小学-HLHF-1,47468,91,1,30,111.916114,34.736399,宏站,2017/1/18 11:13
10,38400,47468-1,三门峡义马东区小学-HLHF-2,47468,90,0,30,111.916114,34.736399,宏站,2017/1/18 11:13
10,38400,47468-2,三门峡义马东区小学-HLHF-3,47468,92,2,30,111.916114,34.736399,宏站,2017/1/18 11:13
10,38400,47469-0,三门峡义马郭庄-HLHF-1,47469,102,0,34,111.95359,34.70317,宏站,2017/1/18 11:13
10,38400,47469-1,三门峡义马郭庄-HLHF-2,47469,103,1,34,111.95359,34.70317,宏站,2017/1/18 11:13
10,38400,47469-2,三门峡义马郭庄-HLHF-3,47469,104,2,34,111.95359,34.70317,宏站,2017/1/18 11:13
10,38400,47470-0,三门峡义马南河-HLHF-1,47470,106,1,35,111.94247,34.73386,宏站,2017/1/18 11:13
10,38400,47470-1,三门峡义马南河-HLHF-2,47470,105,0,35,111.94247,34.73386,宏站,2017/1/18 11:13
10,38400,47470-2,三门峡义马南河-HLHF-3,47470,107,2,35,111.94247,34.73386,宏站,2017/1/18 11:13
10,38400,5641-128,三门峡义马地税局西-HLHF-1,5641,100,1,33,111.838684,34.750636,宏站,2017/1/18 11:13
10,38400,5641-129,三门峡义马地税局西-HLHF-2,5641,101,2,33,111.838684,34.750636,宏站,2017/1/18 11:13
10,38400,5641-130,三门峡义马地税局西-HLHF-3,5641,99,0,33,111.838684,34.750636,宏站,2017/1/18 11:13
10,38400,5660-128,三门峡义马跃进机关楼-HLHF-1,5660,93,0,31,111.881405,34.721803,宏站,2017/1/18 11:13
10,38400,5660-129,三门峡义马跃进机关楼-HLHF-2,5660,95,2,31,111.881405,34.721803,宏站,2017/1/18 11:13
10,38400,5660-130,三门峡义马跃进机关楼-HLHF-3,5660,94,1,31,111.881405,34.721803,宏站,2017/1/18 11:13
10,38400,5682-128,三门峡连霍义马高速西-HLHF-1,5682,284,2,94,111.887477,34.766726,宏站,2017/1/18 11:13
10,38400,7200-128,三门峡连霍义马高速东-HLHF-1,7200,290,2,96,111.894841,34.764297,宏站,2017/1/18 11:13
10,38400,7201-128,三门峡义马高速公路一煤厂二-HLHF-1,7201,285,0,95,111.84918,34.770323,宏站,2017/1/18 11:13
10,38400,7400-128,三门峡义马二高-HLHF-1,7400,97,1,32,111.84079,34.75677,宏站,2017/1/18 11:13
10,38400,7400-129,三门峡义马二高-HLHF-2,7400,98,2,32,111.84079,34.75677,宏站,2017/1/18 11:13
10,38400,7400-130,三门峡义马二高-HLHF-3,7400,96,0,32,111.84079,34.75677,宏站,2017/1/18 11:13
